"X.1","X","addr_state","YearBefore","loan_amnt","term","int_rate","installment","grade","home_ownership","annual_inc","verification_status","issue_d","loan_status","purpose","dti","earliest_cr_line","open_acc","pub_rec","total_acc","initial_list_status","application_type","GeoName","Compensation.of.employees","Gross.operating.surplus","Per.capita.real.GDP.by.state","Quantity.indexes.for.real.GDP.by.state","Real.GDP.by.state","Subsidies","Taxes.on.production.and.imports","regions"
674885,674984,"OR",2013,4500," 36 months",14.99,155.98,"C","RENT",0.652378,"Verified","2014-08-01","Defaulted","debt_consolidation",11.27,"2005-09-01",6,0,35,"f","INDIVIDUAL","Oregon",459,412,284,190,108,297,442,"West"
4129,4131,"AL",2012,20000," 60 months",19.05,519.37,"D","MORTGAGE",0.69897,"Source Verified","2013-02-01","Defaulted","debt_consolidation",14.4,"1991-04-01",12,0,36,"f","INDIVIDUAL","Alabama",1,382,53,170,103,251,32,"South"
266849,266891,"GA",2010,5500," 60 months",19.42,143.95,"E","RENT",0.6432493,"Verified","2011-11-01","Defaulted","Others",10.56,"2008-03-01",5,0,6,"f","INDIVIDUAL","Georgia",167,102,149,30,280,44,188,"South"
669795,669892,"OK",2014,4500," 36 months",11.53,148.46,"B","RENT",0.62077,"Verified","2015-02-01","Defaulted","debt_consolidation",8.8,"2006-03-01",10,1,13,"w","INDIVIDUAL","Oklahoma",443,411,209,323,96,265,40,"South"
693232,693336,"PA",2013,14000," 60 months",18.25,357.42,"D","MORTGAGE",0.6758116,"Source Verified","2014-04-01","Defaulted","debt_consolidation",13.24,"1998-07-01",9,1,16,"f","INDIVIDUAL","Pennsylvania",289,216,289,265,381,147,313,"Northeast"
829513,829631,"VA",2013,24000," 36 months",7.69,748.65,"A","RENT",0.6970308,"Source Verified","2014-09-01","Defaulted","credit_card",19.5,"2002-03-01",7,0,41,"w","INDIVIDUAL","Virginia",207,95,329,144,299,24,216,"South"
574732,574823,"NY",2012,8400," 36 months",13.11,283.48,"B","RENT",0.6904699,"Not Verified","2013-03-01","Defaulted","debt_consolidation",16.2,"1995-04-01",10,0,21,"w","INDIVIDUAL","New York",389,325,426,254,40,284,455,"Northeast"
284457,284503,"GA",2014,22450," 60 months",15.59,541.07,"D","MORTGAGE",0.6677529,"Verified","2015-01-01","Defaulted","debt_consolidation",32.27,"1980-09-01",19,0,44,"w","INDIVIDUAL","Georgia",208,147,170,252,306,39,210,"South"
209070,209107,"FL",2011,8325," 36 months",15.31,289.86,"C","RENT",0.6574448,"Verified","2012-06-01","Defaulted","debt_consolidation",10.94,"2006-10-01",9,0,12,"f","INDIVIDUAL","Florida",311,231,75,8,420,168,382,"South"
366864,366920,"LA",2012,25000," 36 months",21,941.88,"E","MORTGAGE",0.707307,"Source Verified","2013-10-01","Defaulted","home_improvement",24.22,"2003-01-01",12,0,32,"f","INDIVIDUAL","Louisiana",16,36,230,385,126,310,84,"South"
235826,235867,"FL",2013,24500," 36 months",12.49,819.5,"B","OWN",0.7057937,"Verified","2014-05-01","Defaulted","debt_consolidation",12.71,"1996-03-01",12,0,31,"f","INDIVIDUAL","Florida",324,248,78,107,423,155,389,"South"
717825,717930,"SC",2012,7200," 36 months",15.31,250.69,"C","RENT",0.6720027,"Not Verified","2013-04-01","Defaulted","debt_consolidation",7.9,"2004-06-01",10,0,22,"f","INDIVIDUAL","South Carolina",455,362,37,157,88,252,49,"South"
444432,444508,"MN",2012,6400," 60 months",21.6,175.31,"E","OWN",0.6677529,"Verified","2013-08-01","Defaulted","Others",5.87,"2002-02-01",6,0,17,"f","INDIVIDUAL","Minnesota",109,24,334,247,201,93,144,"Midwest"
46797,46810,"CA",2010,5000," 36 months",8.9,158.77,"A","RENT",0.6639631,"Source Verified","2011-10-01","Defaulted","credit_card",8.78,"2003-10-01",6,0,13,"f","INDIVIDUAL","California",2,399,347,44,113,382,53,"West"
826327,826443,"VA",2012,15000," 36 months",10.99,491.01,"B","MORTGAGE",0.6805523,"Source Verified","2013-10-01","Defaulted","credit_card",9.8,"1997-08-01",13,0,28,"f","INDIVIDUAL","Virginia",201,86,341,142,298,33,209,"South"
39268,39275,"AZ",2014,11200," 36 months",12.69,375.71,"C","RENT",0.6574448,"Source Verified","2015-04-01","Defaulted","debt_consolidation",13.55,"2008-08-01",5,0,8,"f","INDIVIDUAL","Arizona",92,13,88,233,173,316,143,"West"
49106,49120,"CA",2011,17000," 36 months",19.05,623.59,"D","RENT",0.6863978,"Not Verified","2012-07-01","Defaulted","debt_consolidation",15.9,"2006-02-01",8,0,19,"f","INDIVIDUAL","California",14,401,353,96,114,375,59,"West"
382574,382632,"MA",2013,10000," 36 months",18.25,362.78,"D","RENT",0.6677529,"Not Verified","2014-05-01","Defaulted","debt_consolidation",26.61,"2009-08-01",12,0,16,"w","INDIVIDUAL","Massachusetts",204,96,416,256,285,119,166,"Northeast"
315641,315691,"IL",2013,16150," 60 months",15.61,389.4,"C","MORTGAGE",0.6586125,"Verified","2014-02-01","Defaulted","credit_card",28.53,"1999-11-01",8,0,17,"f","INDIVIDUAL","Illinois",306,238,350,194,408,197,349,"Midwest"
77390,77409,"CA",2012,30000," 60 months",20.49,803.02,"E","MORTGAGE",0.6853026,"Verified","2013-01-01","Defaulted","debt_consolidation",7.9,"1994-06-01",13,0,25,"f","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
101443,101468,"CA",2013,5000," 36 months",12.99,168.45,"C","MORTGAGE",0.6772304,"Not Verified","2014-10-01","Defaulted","Others",15.45,"1996-09-01",7,0,19,"f","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
586630,586722,"NY",2013,23075," 36 months",25.89,928.36,"G","RENT",0.6841727,"Verified","2014-09-01","Defaulted","small_business",0.44,"1983-03-01",4,0,21,"f","INDIVIDUAL","New York",395,331,424,255,41,283,10,"Northeast"
301491,301538,"IL",2011,35000," 60 months",23.83,1003.43,"F","MORTGAGE",0.6982072,"Verified","2012-09-01","Defaulted","debt_consolidation",17.73,"1969-01-01",10,0,29,"f","INDIVIDUAL","Illinois",297,218,330,118,401,198,338,"Midwest"
558897,558986,"NY",2008,10000," 36 months",16,351.58,"D","RENT",0.6918837,"Not Verified","2009-12-01","Defaulted","debt_consolidation",16.99,"1994-04-01",5,0,19,"f","INDIVIDUAL","New York",377,278,401,367,16,266,424,"Northeast"
269141,269185,"GA",2012,11500," 36 months",13.98,392.94,"C","MORTGAGE",0.6666661,"Verified","2013-12-01","Defaulted","credit_card",31.01,"1998-11-01",14,0,31,"w","INDIVIDUAL","Georgia",189,116,154,128,292,63,204,"South"
108615,108642,"CA",2013,5000," 36 months",21.18,188.84,"E","RENT",0.6906138,"Source Verified","2014-05-01","Defaulted","Others",23.63,"1999-05-01",13,0,41,"w","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
883463,883584,"WY",2013,4475," 36 months",21.18,169.01,"E","MORTGAGE",0.6758116,"Not Verified","2014-05-01","Defaulted","debt_consolidation",21.01,"2010-11-01",11,0,12,"w","INDIVIDUAL","Wyoming",124,157,409,342,234,343,295,"West"
302735,302782,"IL",2011,5000," 36 months",18.75,182.65,"D","RENT",0.6853026,"Not Verified","2012-12-01","Defaulted","Others",29.19,"1999-01-01",11,0,18,"w","INDIVIDUAL","Illinois",297,218,330,118,401,198,338,"Midwest"
43463,43472,"CA",2009,13000," 60 months",10.38,278.65,"B","MORTGAGE",0.6672085,"Not Verified","2010-07-01","Defaulted","home_improvement",5.22,"1994-10-01",8,0,32,"f","INDIVIDUAL","California",457,393,344,1,110,384,50,"West"
637295,637388,"OH",2012,18000," 60 months",23.63,513.97,"F","RENT",0.670361,"Verified","2013-04-01","Defaulted","debt_consolidation",15.18,"1994-06-01",11,0,25,"w","INDIVIDUAL","Ohio",250,174,216,273,350,106,267,"Midwest"
512470,512553,"NJ",2012,6000," 36 months",16.29,211.81,"C","RENT",0.69897,"Not Verified","2013-05-01","Defaulted","debt_consolidation",14.1,"2002-02-01",13,0,36,"f","INDIVIDUAL","New Jersey",235,150,391,54,322,123,319,"Northeast"
561611,561700,"NY",2010,2500," 36 months",15.27,87,"C","MORTGAGE",0.7004777,"Not Verified","2011-09-01","Defaulted","debt_consolidation",9.57,"1999-04-01",14,0,26,"f","INDIVIDUAL","New York",375,305,414,134,28,280,444,"Northeast"
665119,665215,"OK",2013,20000," 36 months",10.99,654.68,"B","MORTGAGE",0.6830059,"Source Verified","2014-10-01","Defaulted","debt_consolidation",26.52,"1980-04-01",12,0,30,"f","INDIVIDUAL","Oklahoma",433,403,177,320,84,273,38,"South"
288243,288289,"GA",2014,5550," 36 months",19.99,206.23,"E","RENT",0.6574448,"Source Verified","2015-01-01","Defaulted","debt_consolidation",36.18,"2008-04-01",12,0,18,"w","INDIVIDUAL","Georgia",208,147,170,252,306,39,210,"South"
356732,356787,"KY",2010,7000," 60 months",14.27,163.86,"C","MORTGAGE",0.6686393,"Source Verified","2011-12-01","Defaulted","Others",12.18,"1998-03-01",11,0,16,"f","INDIVIDUAL","Kentucky",440,359,67,182,81,250,42,"South"
594992,595085,"NY",2013,5000," 36 months",18.92,183.08,"D","RENT",0.6629523,"Source Verified","2014-02-01","Defaulted","debt_consolidation",19.95,"2007-12-01",6,0,7,"w","INDIVIDUAL","New York",395,331,424,255,41,283,10,"Northeast"
821519,821634,"VA",2011,1200," 36 months",15.31,41.79,"C","MORTGAGE",0.6586125,"Not Verified","2012-10-01","Defaulted","debt_consolidation",21.77,"1995-08-01",17,0,47,"f","INDIVIDUAL","Virginia",195,81,345,111,295,40,203,"South"
48502,48516,"CA",2011,6000," 36 months",13.11,202.49,"B","RENT",0.6509989,"Not Verified","2012-03-01","Defaulted","debt_consolidation",11.68,"2005-09-01",7,0,7,"f","INDIVIDUAL","California",14,401,353,96,114,375,59,"West"
514997,515080,"NJ",2012,9750," 36 months",12.99,328.47,"B","RENT",0.6509989,"Verified","2013-09-01","Defaulted","credit_card",25.12,"1997-05-01",6,0,29,"f","INDIVIDUAL","New Jersey",235,150,391,54,322,123,319,"Northeast"
692512,692616,"PA",2013,6800," 36 months",13.35,230.27,"C","RENT",0.657326,"Not Verified","2014-07-01","Defaulted","debt_consolidation",15.69,"1995-04-01",6,0,18,"w","INDIVIDUAL","Pennsylvania",289,216,289,265,381,147,313,"Northeast"
857381,857501,"WA",2013,14000," 36 months",13.98,478.36,"C","RENT",0.7127323,"Source Verified","2014-10-01","Defaulted","debt_consolidation",9.55,"2010-05-01",9,1,13,"w","INDIVIDUAL","Washington",154,90,380,270,252,88,244,"West"
820550,820664,"VA",2010,10000," 60 months",12.99,227.48,"C","RENT",0.6790699,"Not Verified","2011-05-01","Defaulted","home_improvement",13.14,"2003-07-01",17,0,27,"f","INDIVIDUAL","Virginia",192,76,349,86,290,13,201,"South"
516318,516401,"NJ",2012,8500," 36 months",11.14,278.85,"B","RENT",0.6830059,"Not Verified","2013-06-01","Defaulted","credit_card",9,"2000-07-01",7,0,12,"f","INDIVIDUAL","New Jersey",235,150,391,54,322,123,319,"Northeast"
404827,404890,"MD",2013,17050," 60 months",22.4,474.79,"E","MORTGAGE",0.6765279,"Source Verified","2014-01-01","Defaulted","debt_consolidation",16.95,"2004-03-01",21,0,40,"f","INDIVIDUAL","Maryland",134,49,376,216,222,40,147,"South"
568475,568564,"NY",2012,28000," 36 months",15.61,979.02,"C","MORTGAGE",0.7057937,"Verified","2013-12-01","Defaulted","debt_consolidation",13.7,"1983-11-01",11,0,36,"f","INDIVIDUAL","New York",389,325,426,254,40,284,455,"Northeast"
687885,687989,"PA",2012,4375," 36 months",18.85,160.04,"D","RENT",0.6480826,"Source Verified","2013-08-01","Defaulted","debt_consolidation",30.99,"2009-02-01",10,0,13,"f","INDIVIDUAL","Pennsylvania",281,205,275,219,380,148,306,"Northeast"
549872,549958,"NV",2013,26100," 36 months",16.24,920.7,"C","MORTGAGE",0.6811816,"Verified","2014-02-01","Defaulted","debt_consolidation",20.5,"1998-02-01",16,0,30,"f","INDIVIDUAL","Nevada",383,320,174,399,33,171,25,"West"
212198,212237,"FL",2012,6625," 36 months",16.78,235.48,"C","OWN",0.6432493,"Verified","2013-06-01","Defaulted","debt_consolidation",33.12,"2000-08-01",12,1,21,"f","INDIVIDUAL","Florida",320,236,69,37,422,160,385,"South"
440988,441061,"MN",2009,7000," 36 months",13.85,238.73,"C","RENT",0.6779196,"Verified","2010-04-01","Defaulted","Others",17.57,"2002-08-01",18,0,20,"f","INDIVIDUAL","Minnesota",73,427,300,1,175,74,104,"Midwest"
716450,716555,"SC",2007,3575," 36 months",16.4,126.4,"F","RENT",0.6509989,"Verified","2008-03-01","Defaulted","Others",29.6,"2003-09-01",6,0,6,"f","INDIVIDUAL","South Carolina",442,339,71,181,89,232,43,"South"
586136,586228,"NY",2013,16800," 60 months",18.99,435.71,"E","OWN",0.7061018,"Source Verified","2014-08-01","Defaulted","credit_card",13.59,"1997-02-01",11,2,13,"w","INDIVIDUAL","New York",395,331,424,255,41,283,10,"Northeast"
14888,14894,"AR",2012,18725," 60 months",15.88,454.17,"C","MORTGAGE",0.6659062,"Verified","2013-09-01","Defaulted","debt_consolidation",16.8,"1994-09-01",8,1,15,"f","INDIVIDUAL","Arkansas",356,294,33,203,6,230,423,"South"
562348,562437,"NY",2010,6000," 60 months",16.89,148.77,"D","RENT",0.6629523,"Verified","2011-05-01","Defaulted","small_business",6.66,"2001-06-01",4,0,11,"f","INDIVIDUAL","New York",375,305,414,134,28,280,444,"Northeast"
365981,366037,"LA",2011,8375," 36 months",14.33,287.59,"C","MORTGAGE",0.6629523,"Verified","2012-09-01","Defaulted","debt_consolidation",27.87,"2002-07-01",8,0,15,"f","INDIVIDUAL","Louisiana",13,33,237,383,125,309,80,"South"
483908,483990,"NC",2013,18000," 60 months",22.45,501.76,"E","RENT",0.6677529,"Source Verified","2014-04-01","Defaulted","debt_consolidation",18.08,"2007-12-01",3,0,4,"w","INDIVIDUAL","North Carolina",188,148,168,130,297,69,238,"South"
728897,729002,"TN",2007,5500," 36 months",14.18,188.46,"E","RENT",0.6853026,"Not Verified","2008-03-01","Defaulted","debt_consolidation",19.46,"2002-09-01",10,0,11,"f","INDIVIDUAL","Tennessee",42,408,129,115,163,272,136,"South"
742935,743040,"TX",2009,16750," 36 months",13.98,572.32,"C","RENT",0.6792599,"Source Verified","2010-09-01","Defaulted","debt_consolidation",21.4,"1998-02-01",14,0,28,"f","INDIVIDUAL","Texas",355,316,267,1,23,180,440,"South"
572761,572850,"NY",2012,12000," 36 months",18.49,436.79,"D","RENT",0.6772304,"Not Verified","2013-05-01","Defaulted","debt_consolidation",15.26,"2005-01-01",9,0,17,"w","INDIVIDUAL","New York",389,325,426,254,40,284,455,"Northeast"
56683,56698,"CA",2011,14675," 36 months",14.33,503.92,"C","RENT",0.6606276,"Source Verified","2012-10-01","Defaulted","credit_card",26.92,"1997-04-01",9,0,23,"f","INDIVIDUAL","California",14,401,353,96,114,375,59,"West"
189739,189771,"CT",2011,10000," 36 months",7.9,312.91,"A","RENT",0.7140019,"Source Verified","2012-08-01","Defaulted","credit_card",13.6,"2000-01-01",7,0,9,"f","INDIVIDUAL","Connecticut",27,431,431,362,134,331,87,"Northeast"
66380,66395,"CA",2012,18075," 36 months",10.16,584.59,"B","MORTGAGE",0.6792599,"Verified","2013-01-01","Defaulted","debt_consolidation",24.64,"1993-01-01",15,0,36,"f","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
515209,515292,"NJ",2012,9000," 36 months",15.8,315.53,"C","RENT",0.6639631,"Not Verified","2013-04-01","Defaulted","debt_consolidation",8.07,"2002-09-01",7,0,10,"f","INDIVIDUAL","New Jersey",235,150,391,54,322,123,319,"Northeast"
811047,811160,"TX",2014,23675," 60 months",17.14,590.17,"D","OWN",0.6732341,"Source Verified","2015-02-01","Defaulted","debt_consolidation",0.35,"2000-05-01",12,1,39,"f","INDIVIDUAL","Texas",412,384,374,325,67,201,46,"South"
689039,689143,"PA",2012,22475," 60 months",15.1,535.86,"C","MORTGAGE",0.6811816,"Source Verified","2013-10-01","Defaulted","debt_consolidation",18.15,"2004-10-01",23,0,50,"f","INDIVIDUAL","Pennsylvania",281,205,275,219,380,148,306,"Northeast"
569170,569259,"NY",2012,3000," 36 months",19.72,111.07,"D","RENT",0.6549956,"Not Verified","2013-02-01","Defaulted","Others",21.96,"2007-03-01",8,0,13,"f","INDIVIDUAL","New York",389,325,426,254,40,284,455,"Northeast"
73009,73025,"CA",2012,7350," 36 months",17.1,262.42,"C","RENT",0.6574448,"Source Verified","2013-10-01","Defaulted","home_improvement",25.07,"1999-11-01",6,0,13,"f","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
814330,814443,"UT",2012,18000," 36 months",11.55,594,"B","RENT",0.6720027,"Not Verified","2013-07-01","Defaulted","credit_card",24.07,"2005-01-01",19,0,34,"f","INDIVIDUAL","Utah",388,329,145,217,32,209,409,"West"
681571,681673,"PA",2009,10000," 60 months",16.32,244.89,"D","RENT",0.670361,"Source Verified","2010-09-01","Defaulted","debt_consolidation",7.3,"1999-02-01",6,0,12,"f","INDIVIDUAL","Pennsylvania",268,172,223,1,371,143,276,"Northeast"
457527,457603,"MO",2011,16000," 60 months",15.27,382.92,"C","RENT",0.6677529,"Verified","2012-01-01","Defaulted","small_business",13.92,"1989-09-01",5,0,15,"f","INDIVIDUAL","Missouri",64,449,138,395,149,11,83,"Midwest"
101494,101519,"CA",2013,3000," 36 months",9.67,96.34,"B","RENT",0.6549956,"Not Verified","2014-03-01","Defaulted","home_improvement",25.09,"1996-11-01",7,0,17,"f","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
822138,822253,"VA",2011,13000," 36 months",18.25,471.62,"D","RENT",0.652378,"Source Verified","2012-05-01","Defaulted","credit_card",7.05,"1993-04-01",6,0,17,"f","INDIVIDUAL","Virginia",195,81,345,111,295,40,203,"South"
638541,638635,"OH",2012,7875," 36 months",17.77,283.8,"D","MORTGAGE",0.6501713,"Verified","2013-04-01","Defaulted","debt_consolidation",26.68,"2001-12-01",12,1,25,"f","INDIVIDUAL","Ohio",250,174,216,273,350,106,267,"Midwest"
746615,746722,"TX",2011,5000," 36 months",13.11,168.74,"B","MORTGAGE",0.6367324,"Verified","2012-07-01","Defaulted","credit_card",17.02,"2006-05-01",8,0,25,"f","INDIVIDUAL","Texas",372,355,286,234,43,203,3,"South"
523816,523901,"NJ",2013,20000," 60 months",16.99,496.95,"D","RENT",0.6779196,"Source Verified","2014-01-01","Defaulted","debt_consolidation",29.13,"2000-08-01",17,0,33,"f","INDIVIDUAL","New Jersey",242,159,396,110,327,121,328,"Northeast"
402055,402115,"MD",2013,18000," 60 months",14.99,428.13,"C","MORTGAGE",0.6853026,"Not Verified","2014-07-01","Defaulted","debt_consolidation",22.58,"2007-03-01",16,0,27,"w","INDIVIDUAL","Maryland",134,49,376,216,222,40,147,"South"
354078,354133,"KS",2014,5000," 36 months",12.69,167.73,"C","MORTGAGE",0.6792599,"Verified","2015-07-01","Defaulted","credit_card",15.72,"2004-06-01",11,0,21,"f","INDIVIDUAL","Kansas",419,347,242,261,54,355,8,"Midwest"
642643,642737,"OH",2013,15000," 36 months",13.98,512.52,"C","MORTGAGE",0.6772304,"Not Verified","2014-06-01","Defaulted","debt_consolidation",14.55,"2001-01-01",25,3,41,"w","INDIVIDUAL","Ohio",260,179,221,291,353,111,281,"Midwest"
713079,713184,"RI",2012,18000," 60 months",16.29,440.51,"C","MORTGAGE",0.6758116,"Verified","2013-06-01","Defaulted","debt_consolidation",18.83,"1999-01-01",9,0,27,"w","INDIVIDUAL","Rhode Island",238,143,245,68,319,135,303,"Northeast"
108340,108367,"CA",2013,11925," 60 months",20.99,322.55,"E","MORTGAGE",0.6765279,"Source Verified","2014-11-01","Defaulted","debt_consolidation",20.17,"1992-11-01",15,0,29,"w","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
67151,67167,"CA",2012,12000," 36 months",15.88,421.18,"C","MORTGAGE",0.6904699,"Not Verified","2013-09-01","Defaulted","debt_consolidation",22.47,"2001-02-01",17,0,23,"f","INDIVIDUAL","California",17,409,373,205,119,358,58,"West"
686587,686690,"PA",2012,15000," 36 months",12.12,499.08,"B","MORTGAGE",0.707894,"Verified","2013-01-01","Defaulted","debt_consolidation",11.37,"2004-07-01",22,0,27,"f","INDIVIDUAL","Pennsylvania",281,205,275,219,380,148,306,"Northeast"
108414,108441,"CA",2013,6500," 36 months",9.67,208.74,"B","RENT",0.6921139,"Source Verified","2014-05-01","Defaulted","debt_consolidation",11.7,"2002-08-01",12,0,20,"f","INDIVIDUAL","California",20,426,378,269,123,359,66,"West"
640723,640817,"OH",2013,11250," 60 months",24.99,330.14,"F","RENT",0.666841,"Verified","2014-11-01","Defaulted","debt_consolidation",29.02,"2005-05-01",10,0,26,"w","INDIVIDUAL","Ohio",260,179,221,291,353,111,281,"Midwest"
23977,23984,"AZ",2012,12000," 36 months",12.12,399.26,"B","RENT",0.670361,"Verified","2013-01-01","Defaulted","debt_consolidation",21.53,"2000-12-01",13,0,21,"f","INDIVIDUAL","Arizona",65,3,96,164,157,313,139,"West"
769327,769438,"TX",2013,35000," 36 months",19.99,1300.55,"E","MORTGAGE",0.69897,"Verified","2014-11-01","Defaulted","debt_consolidation",25.35,"1988-09-01",7,0,21,"f","INDIVIDUAL","Texas",396,379,346,322,58,207,22,"South"
300679,300726,"IL",2010,5600," 60 months",15.27,134.02,"C","MORTGAGE",0.6732652,"Not Verified","2011-11-01","Defaulted","Others",12.56,"2007-02-01",8,0,9,"f","INDIVIDUAL","Illinois",285,209,322,43,395,170,330,"Midwest"
270785,270829,"GA",2012,19600," 60 months",15.61,472.59,"C","MORTGAGE",0.6758116,"Verified","2013-09-01","Defaulted","debt_consolidation",28.78,"2003-11-01",11,0,28,"w","INDIVIDUAL","Georgia",189,116,154,128,292,63,204,"South"
5238,5240,"AL",2013,11325," 60 months",18.99,293.72,"E","MORTGAGE",0.6509989,"Not Verified","2014-08-01","Defaulted","credit_card",15.36,"2007-12-01",13,0,16,"w","INDIVIDUAL","Alabama",4,388,55,195,104,262,39,"South"
682126,682228,"PA",2010,1500," 36 months",11.49,49.46,"B","MORTGAGE",0.6758116,"Not Verified","2011-05-01","Defaulted","home_improvement",10.87,"2000-01-01",6,0,13,"f","INDIVIDUAL","Pennsylvania",271,186,250,100,377,146,289,"Northeast"
